participant_id,date,time,filename,intersection_number,intersection_distance,speed,lane_number
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,282.687713623,16.371307373,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,282.687713623,16.371307373,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,282.43081665,16.8293170929,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,282.43081665,16.8293170929,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,282.43081665,16.8293170929,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,282.196075439,17.2315349579,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,282.196075439,17.2315349579,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,282.196075439,17.2315349579,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.970062256,17.6197414398,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.970062256,17.6197414398,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.970062256,17.6197414398,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.733184814,18.0139255524,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.733184814,18.0139255524,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.733184814,18.0139255524,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.451171875,18.4759998322,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.451171875,18.4759998322,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.451171875,18.4759998322,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.196807861,18.8895530701,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.196807861,18.8895530701,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,281.196807861,18.8895530701,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.940551758,19.2936153412,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.940551758,19.2936153412,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.940551758,19.2936153412,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.68057251,19.7046031952,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.68057251,19.7046031952,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.68057251,19.7046031952,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.370147705,20.1861839294,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.370147705,20.1861839294,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.370147705,20.1861839294,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.098449707,20.6006278992,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.098449707,20.6006278992,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,280.098449707,20.6006278992,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,279.823944092,21.0156154633,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,279.823944092,21.0156154633,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,279.823944092,21.0156154633,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,279.541137695,21.4313545227,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,279.541137695,21.4313545227,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,279.541137695,21.4313545227,7
4212,29/07/2025,11:10:06,MBInt-29_07_2025-11h10m06s_4212.csv,1,279.200531006,21.9171409607,7
